Marca,Carro,Descrição,Preço,Ano,KM Rodado,Transmissão,Cidade,Estado
Ford,Ka,Ka Hatch SE 1.0 (Flex),45000,2014,104000,Manual,Santa Maria,RS
Hyundai,HB20,HB20 1.0 Comfort,45000,2015,1111,Manual,Belém,PA
Chevrolet,Cobalt,Cobalt LTZ 1.4 8V (Flex),45000,2015,100000,Manual,Limeira,SP
Toyota,Etios Hatch,Etios Cross 1.5 (Flex),45000,2015,68500,Manual,Sinop,MT
Fiat,Strada,Strada Working 1.4 (Flex),45000,2014,149000,Manual,São José do Rio Pardo,SP
Volkswagen,Gol,Gol 1.6 VHT (Flex) 4p,45000,2013,102992,Manual,Rio Branco,AC
Volkswagen,Saveiro,Saveiro 1.6 (Flex),45000,2014,176000,Manual,Avaré,SP
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,45000,2014,126409,Manual,Rio Branco,AC
Fiat,500,500 Cult 1.4 8V,45000,2012,58300,Manual,São Luís,MA
Hyundai,HB20,HB20 1.6 Premium (Aut),45000,2012,116876,Automático,Maceió,AL
Volkswagen,Saveiro,Saveiro Trooper 1.6 (Flex) (cab. estendida),45000,2011,162000,Manual,Nova Friburgo,RJ
Volkswagen,Golf,Golf 2.0 Tiptronic (Flex),45000,2009,166000,Automático,Araçatuba,SP
Toyota,Corolla,Corolla Sedan XEi 1.8 16V (flex) (aut),45000,2007,178000,Automático,José Bonifácio,SP
Land,Rover Freelander,Freelander 2 SE 4x4 3.2 24V (aut),45000,2008,126000,Automático,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,45041,2020,51645,Manual,São João de Meriti,RJ
Hyundai,HB20,HB20 1.0 Comfort Style,45100,2014,117000,Manual,Pouso Alegre,MG
Fiat,Fiorino,Fiorino Furgão 1.4 Evo (Flex),45199,2013,57573,Manual,Rio de Janeiro,RJ
Nissan,Versa,Versa 1.0 Conforto (Flex),45299,2018,36500,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid 1.0 Zen,45310,2019,82804,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.6 MSI (Flex),45399,2019,50800,Manual,Rio de Janeiro,RJ
Chevrolet,Onix,Onix 1.0 Joy SPE/4,45399,2017,42651,Manual,Rio de Janeiro,RJ
Chevrolet,Onix,Onix 1.0 Joy SPE/4,45399,2018,45624,Manual,Rio de Janeiro,RJ
Fiat,Grand Siena,Grand Siena Evo Attractive 1.0 (Flex),45400,2017,62000,Manual,Rio de Janeiro,RJ
Chevrolet,Onix,Onix 1.0 LT SPE/4,45400,2014,96328,Manual,Goiânia,GO
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),45490,2017,70000,Manual,Campinas,SP
Ford,Ka,Ka 1.0 SE Plus (Flex),45490,2017,62000,Manual,Bauru,SP
Ford,Focus Hatch,Focus Hatch Titanium 2.0 16V,45490,2013,156000,Manual,Hortolândia,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),45499,2019,35674,Manual,Rio de Janeiro,RJ
Volkswagen,Voyage,Voyage 1.6 MSI Comfortline (Flex),45499,2016,50100,Manual,Rio de Janeiro,RJ
Renault,Sandero Stepway,Sandero Stepway 1.6 16V SCe (Flex),45499,2016,49875,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid 1.0 Zen,45500,2019,54967,Manual,Curitiba,PR
Fiat,Uno,Uno Attractive 1.0 (Flex),45500,2018,71188,Manual,Estância Velha,RS
Fiat,Grand Siena,Grand Siena Attractive 1.0 Evo (Flex),45500,2018,87000,Manual,São Paulo,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45500,2019,71589,Manual,Taubaté,SP
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),45500,2017,100000,Manual,Fernandópolis,SP
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex) 2p,45500,2017,108000,Manual,Itápolis,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),45500,2014,90500,Manual,Curitiba,PR
Volkswagen,Fox,Fox Trendline 1.0 TEC (Flex),45500,2014,81178,Manual,São Paulo,SP
Peugeot,208,208 1.5 8V Allure (Flex),45500,2013,115245,Manual,São Paulo,SP
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,45500,2013,111400,Manual,Franca,SP
Hyundai,HB20,HB20 1.6 Comfort,45500,2013,95000,Manual,Itápolis,SP
Volkswagen,Saveiro,Saveiro Trooper 1.6 (Flex) (cab. estendida),45500,2011,120000,Manual,Nhandeara,SP
Volkswagen,Golf,Golf VHT 1.6 Total (Flex),45500,2010,151000,Manual,Balsas,MA
Ford,Ka,Ka 1.0 SE (Flex),45600,2016,130185,Manual,Palhoça,SC
Ford,Ka,Ka 1.5 SE (Flex),45700,2018,101011,Manual,Belo Horizonte,MG
Honda,Fit,New Fit LXL 1.4 (flex),45700,2010,90000,Manual,Catanduva,SP
Fiat,500,500 Cult 1.4 8V,45750,2012,85382,Manual,Sorocaba,SP
Ford,Ka Sedan,Ka Sedan SE 1.5 16v (Flex),45777,2015,106000,Manual,Campinas,SP
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),45790,2017,65756,Manual,Barueri,SP
Renault,Sandero,Sandero Dynamique 1.6 8V (Flex),45799,2015,85600,Manual,Osasco,SP
Fiat,Mobi,Mobi 1.0 Evo Like,45800,2019,106927,Manual,Curitiba,PR
Renault,Kwid,Kwid 1.0 Zen,45800,2019,77243,Manual,Contagem,MG
Ford,Ka,Ka 1.0 SE (Flex),45800,2016,131482,Manual,Goiânia,GO
Toyota,Etios Hatch,Etios X 1.3 (Flex),45800,2017,85300,Manual,São Paulo,SP
Citroën,C3,C3 Tendance 1.5 8V (Flex),45800,2015,97000,Manual,Penha,SC
Hyundai,HB20,HB20 1.0 Comfort,45800,2014,99000,Manual,São Paulo,SP
Volkswagen,Fox,Fox Highline I-Motion 1.6 16v MSI (Flex),45800,2014,81116,Automático,São Bernardo do Campo,SP
Citroën,Aircross,Aircross GLX Atacama 1.6 16V (Flex),45800,2014,91530,Manual,Santo André,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,45800,2013,101000,Manual,São José do Rio Preto,SP
Ford,New Fiesta Hatch,New Fiesta SE 1.5 16V,45800,2013,88000,Manual,Guarulhos,SP
Volkswagen,CrossFox,CrossFox 1.6 VHT (Flex),45800,2012,125000,Manual,São José do Rio Preto,SP
Chevrolet,Cobalt,Cobalt LTZ 1.8 8V (Aut) (Flex),45800,2012,130000,Automático,Fernandópolis,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),45800,2013,108,Manual,São Gabriel,RS
Chevrolet,Vectra GT,Vectra GT-X 2.0 8V (Flex) (Aut),45800,2010,154877,Automático,Pompéia,SP
Fiat,Uno,Uno 1.0 Attractive,45815,2020,49474,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno Attractive 1.0 (Flex),45890,2019,48000,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,45890,2019,67190,Manual,Barueri,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45890,2019,52400,Manual,São Vicente,SP
Ford,Ka,Ka 1.0 SE (Flex),45890,2019,56362,Manual,Contagem,MG
Nissan,March,March 1.0 S (Flex),45890,2019,91069,Manual,Campinas,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45890,2019,58668,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.6 MSI Trendline (Flex),45890,2017,67835,Manual,Jandira,SP
Nissan,March,March 1.0 12V S (Flex),45890,2017,96067,Manual,Palhoça,SC
Citroën,C3,C3 Tendance Puretech 1.2 12V (Flex),45890,2017,104000,Manual,Campinas,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,45890,2017,127000,Manual,Paulínia,SP
Volkswagen,Gol,Gol 1.0 MPI Comfortline (Flex),45890,2016,1000,Manual,Rio de Janeiro,RJ
Ford,Ka,Ka Hatch SE 1.0 (Flex),45890,2015,57000,Manual,Jundiaí,SP
Chevrolet,Onix,Onix 1.0 LS SPE/4,45890,2015,115000,Manual,Curitiba,PR
Chevrolet,Cobalt,Cobalt LTZ 1.4 8V (Flex),45890,2015,78362,Manual,Campinas,SP
Chevrolet,Cobalt,Cobalt LTZ 1.4 8V (Flex),45890,2015,78362,Manual,Campinas,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,45890,2014,79000,Manual,Osasco,SP
Volkswagen,Fox,Fox 1.6 VHT I-Motion (Flex),45890,2013,50000,Automático,São Paulo,SP
Volkswagen,CrossFox,CrossFox I-Motion 1.6 VHT (Flex),45890,2014,91000,Automático,Campinas,SP
Peugeot,208,208 1.6 16V Griffe (Flex),45890,2014,107000,Manual,Florianópolis,SC
Hyundai,HB20,HB20 1.6 Premium,45890,2013,109000,Manual,São Paulo,SP
Nissan,Tiida,Tiida SL 1.8 (flex) (aut),45890,2012,144000,Automático,Osasco,SP
Chevrolet,Captiva,Captiva 2.4 16V (Aut),45890,2012,101500,Automático,Brasília,DF
Fiat,500,500 Cult 1.4 8V,45890,2012,70000,Manual,Campinas,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45899,2018,56700,Manual,Florianópolis,SC
Renault,Duster,Duster 2.0 16V Dynamique (Flex)(Aut),45899,2013,133870,Automático,Rio de Janeiro,RJ
Renault,Kwid,Kwid 1.0 Zen,45900,2020,9621,Manual,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,45900,2021,1000,Manual,São João de Meriti,RJ
Renault,Kwid,Kwid 1.0 Zen,45900,2019,66000,Manual,Campinas,SP
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),45900,2019,97914,Manual,Belo Horizonte,MG
Renault,Kwid,Kwid 1.0 Zen,45900,2019,73000,Manual,Fortaleza,CE
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),45900,2019,52080,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid 1.0 Zen,45900,2019,56453,Manual,Betim,MG
Fiat,Mobi,Mobi 1.0 Evo Like,45900,2020,38000,Manual,São Paulo,SP
Ford,Ka,Ka 1.0 SE (Flex),45900,2018,122396,Manual,Belo Horizonte,MG
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2019,18936,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2019,47329,Manual,Porto Alegre,RS
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2018,55752,Manual,Campinas,SP
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),45900,2018,61450,Manual,Imbituba,SC
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2019,18936,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi FireFly Drive 1.0 (Flex),45900,2018,40000,Manual,Sorocaba,SP
Renault,Logan,Logan Authentique 1.0 12V SCe (Flex),45900,2018,70000,Manual,Rio das Ostras,RJ
Renault,Sandero,Sandero Expression 1.6 16V SCe (Flex),45900,2018,46802,Manual,Feira de Santana,BA
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),45900,2018,181000,Manual,São José dos Campos,SP
Fiat,Mobi,Mobi FireFly Drive 1.0 (Flex),45900,2018,109000,Manual,Campinas,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2019,53000,Manual,Campinas,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),45900,2018,56000,Manual,Natal,RN
Ford,Ka,Ka 1.0 SE (Flex),45900,2019,63000,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2019,18936,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2018,70000,Manual,Joinville,SC
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2019,63701,Manual,Curitiba,PR
Renault,Logan,Logan Authentique 1.0 12V SCe (Flex),45900,2018,132181,Manual,São Paulo,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2018,42342,Manual,Curitiba,PR
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),45900,2018,95000,Manual,São Paulo,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2018,55752,Manual,Campinas,SP
Fiat,Grand Siena,Grand Siena Attractive 1.0 Evo (Flex),45900,2018,60000,Manual,Escada,PE
Fiat,Grand Siena,Grand Siena Attractive 1.4 Evo (Flex),45900,2019,200,Manual,Rio de Janeiro,RJ
Renault,Logan,Logan Authentique 1.0 12V SCe (Flex),45900,2018,88000,Manual,Macaé,RJ
Ford,Ka,Ka 1.0 SE (Flex),45900,2019,32458,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2018,55752,Manual,Hortolândia,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2019,48376,Manual,Londrina,PR
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2019,18936,Manual,Rio de Janeiro,RJ
Nissan,Versa,Versa 1.0 Conforto (Flex),45900,2019,149000,Manual,São João de Meriti,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2019,63000,Manual,Vila Velha,ES
Fiat,Grand Siena,Grand Siena Attractive 1.4 Evo (Flex),45900,2018,61340,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2018,49250,Manual,Americana,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2018,52387,Manual,Jundiaí,SP
Ford,Ka,Ka 1.0 SE (Flex),45900,2018,56094,Manual,São João de Meriti,RJ
Fiat,Mobi,Mobi FireFly Drive GSR 1.0 (Flex),45900,2017,300,Automático,Londrina,PR
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),45900,2017,91600,Manual,São José,SC
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),45900,2018,68000,Manual,Ponta Grossa,PR
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2017,74695,Manual,São Pedro,SP
Nissan,March,March 1.0 12V S (Flex),45900,2017,79458,Manual,Governador Valadares,MG
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),45900,2017,123000,Manual,Ponta Grossa,PR
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2017,42000,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi FireFly Drive GSR 1.0 (Flex),45900,2017,133000,Automático,Palhoça,SC
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),45900,2017,66000,Manual,Cotia,SP
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),45900,2017,47000,Manual,Serra,ES
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),45900,2017,62000,Manual,Joinville,SC
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),45900,2017,73490,Manual,Goiânia,GO
Ford,Ka,Ka 1.0 SE (Flex),45900,2017,54000,Manual,Araruama,RJ
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),45900,2018,34173,Manual,Goiânia,GO
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),45900,2017,71459,Manual,Aparecida de Goiânia,GO
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),45900,2017,44579,Manual,Rio das Ostras,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),45900,2017,66000,Manual,Santos,SP
Fiat,Uno,Uno Way 1.3 Firefly (Flex),45900,2017,94000,Manual,Nova Odessa,SP
Ford,Ka,Ka 1.0 SE (Flex),45900,2017,65000,Manual,Fortaleza,CE
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),45900,2017,95265,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi FireFly Drive 1.0 (Flex),45900,2017,78889,Manual,Osasco,SP
Ford,Ka,Ka 1.0 SE (Flex),45900,2017,0,Manual,Vitória,ES
Fiat,Grand Siena,Grand Siena Evo Attractive 1.0 (Flex),45900,2017,70053,Manual,Brasília,DF
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),45900,2018,69000,Manual,Rio de Janeiro,RJ
Nissan,March,March 1.0 12V S (Flex),45900,2017,96500,Manual,Criciúma,SC
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),45900,2017,68000,Manual,São Paulo,SP
Ford,Ka,Ka 1.0 SE (Flex),45900,2017,53880,Manual,Parnamirim,RN
Ford,Ka,Ka 1.0 SE (Flex),45900,2017,77575,Manual,Santos,SP
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),45900,2017,84000,Manual,Atibaia,SP
Volkswagen,Up!,Up! 1.0 12v E-Flex take up! 4p,45900,2016,68661,Manual,Salvador,BA
Nissan,March,March 1.0 12V SV (Flex),45900,2017,98737,Manual,Ponta Grossa,PR
Fiat,Palio,Palio Attractive 1.4 Evo (Flex),45900,2016,100864,Manual,São Pedro,SP
Fiat,Palio,Palio Attractive 1.0 Evo (Flex),45900,2017,57000,Manual,Santa Bárbara D'Oeste,SP
Fiat,Uno,Uno Attractive 1.0 Firefly (Flex),45900,2016,48000,Manual,Fortaleza,CE
Renault,Sandero,Sandero Expression 1.6 16V SCe (Flex),45900,2016,80639,Manual,Belo Horizonte,MG
Chevrolet,Onix,Onix 1.0 Joy SPE/4,45900,2017,110000,Manual,São José dos Campos,SP
Fiat,Uno,Uno Attractive 1.0 Firefly (Flex),45900,2016,81882,Manual,Fortaleza,CE
Peugeot,208,208 Active 1.2 12V (Flex),45900,2017,87000,Manual,Suzano,SP
Renault,Logan,Logan Expression 1.6 8V (Flex),45900,2016,86000,Manual,Campinas,SP
Renault,Sandero,Sandero Vibe 1.0 12V SCe (Flex),45900,2017,150000,Manual,São José,SC
Volkswagen,Gol,Gol 1.0 TEC Rock in Rio (Flex),45900,2015,42000,Manual,Nova Friburgo,RJ
Fiat,Weekend,Weekend Adventure 1.8 E.torQ (Flex),45900,2016,70160,Manual,São João de Meriti,RJ
Peugeot,208,208 Active Pack 1.5 8V (Flex),45900,2015,86402,Manual,Ribeirão Preto,SP
Volkswagen,Saveiro,Saveiro 1.6 Startline CS (Flex),45900,2015,199000,Manual,São José dos Campos,SP
Volkswagen,Voyage,Voyage 1.6 VHT Trendline (Flex),45900,2015,78000,Manual,Fortaleza,CE
Renault,Logan,Logan Expression 1.6 8V (Flex),45900,2015,82000,Manual,Fortaleza,CE
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,45900,2015,123000,Manual,Campinas,SP
Chevrolet,Onix,Onix 1.0 LS SPE/4,45900,2015,101000,Manual,Atibaia,SP
Toyota,Etios Sedan,Etios Sedan X 1.5 (Flex),45900,2015,142440,Manual,Manaus,AM
Fiat,Strada,Strada Working 1.4 (Flex),45900,2015,116000,Manual,Macaé,RJ
Volkswagen,Saveiro,Saveiro 1.6 Startline CS (Flex),45900,2015,124345,Manual,Santo André,SP
Volkswagen,Fox,Fox 1.0 MPI Trendline (Flex),45900,2016,111000,Manual,Nova Odessa,SP
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,45900,2015,85000,Manual,Manaus,AM
Chevrolet,Spin,Spin LT 5S 1.8 (Aut) (Flex),45900,2015,35112,Automático,São João de Meriti,RJ
Fiat,Punto,Punto Attractive 1.4 (Flex),45900,2015,86000,Manual,Maringá,PR
Volkswagen,Up!,Up! 1.0 12v E-Flex move up! 4p,45900,2015,165106,Manual,Belo Horizonte,MG
Volkswagen,Gol,Gol 1.6 VHT Trendline (Flex) 4p,45900,2015,91856,Manual,Cascavel,PR
Fiat,Uno,Uno Way 1.0 8V (Flex) 4p,45900,2015,98000,Manual,São Paulo,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),45900,2014,176000,Manual,Mogi das Cruzes,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),45900,2014,111111,Manual,Várzea Grande,MT
Citroën,C3,C3 Tendance 1.5 8V (Flex),45900,2014,33000,Manual,São Paulo,SP
Ford,New Fiesta Hatch,New Fiesta SE 1.6 16V,45900,2014,92000,Manual,São Paulo,SP
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,45900,2014,92000,Manual,Porto Alegre,RS
Chevrolet,Onix,Onix 1.0 LT SPE/4,45900,2015,113250,Manual,Osasco,SP
Nissan,March,March 1.6 16V SL (Flex),45900,2015,74250,Manual,Osasco,SP
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,45900,2014,59000,Manual,Rio de Janeiro,RJ
Citroën,C3,C3 Tendance 1.6 VTI 120 (Flex) (Aut),45900,2014,132329,Automático,São Paulo,SP
Volkswagen,Fox,Fox Trendline 1.0 TEC (Flex),45900,2015,130000,Manual,Santos,SP
Ford,Ka,Ka Hatch SEL 1.5 16v (Flex),45900,2015,137000,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,45900,2014,134000,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.4 LT SPE/4,45900,2014,100000,Manual,São Paulo,SP
Volkswagen,Voyage,Voyage 1.6 VHT Trendline (Flex),45900,2014,108000,Manual,Chapecó,SC
Volkswagen,Saveiro,Saveiro 1.6 Surf CS (Flex),45900,2014,177843,Manual,Pinhais,PR
Citroën,C3,C3 Tendance 1.5 8V (Flex),45900,2015,89158,Manual,Curitiba,PR
Chevrolet,Montana,Montana LS 1.4 (Flex),45900,2015,156000,Manual,Botucatu,SP
Volkswagen,Saveiro,Saveiro Trendline 1.6 MSI CS (Flex),45900,2014,134000,Manual,São José do Rio Preto,SP
Chevrolet,Prisma,Prisma 1.4 LT SPE/4,45900,2014,91745,Manual,São Paulo,SP
Citroën,C3,C3 Exclusive 1.6 VTI 120 (Flex) (Aut),45900,2014,71000,Automático,Osasco,SP
Volkswagen,Saveiro,Saveiro 1.6 Startline CS (Flex),45900,2014,122000,Manual,São Paulo,SP
Chevrolet,Cobalt,Cobalt LT 1.8 8V (Aut) (Flex),45900,2015,108600,Automático,São Paulo,SP
Citroën,C3,C3 Tendance 1.5 8V (Flex),45900,2014,98084,Automático,Brasília,DF
Volkswagen,CrossFox,CrossFox 1.6 16v MSI (Flex),45900,2014,80485,Manual,Rio de Janeiro,RJ
Volkswagen,Saveiro,Saveiro 1.6 Startline CS (Flex),45900,2014,180000,Manual,Curitiba,PR
Volkswagen,Voyage,Voyage 1.6 VHT City (Flex),45900,2014,90600,Manual,Balneário Camboriú,SC
Citroën,C3,C3 Tendance 1.5 8V (Flex),45900,2015,87000,Manual,Bauru,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,45900,2014,101002,Manual,Parnamirim,RN
Volkswagen,Voyage,Voyage 1.6 VHT (Flex),45900,2014,129495,Manual,Sorocaba,SP
Volkswagen,Gol,Gol 1.0 TEC (Flex) 4p,45900,2015,134000,Manual,Rio do Sul,SC
Chevrolet,Onix,Onix 1.0 LT SPE/4,45900,2014,99092,Manual,São José do Rio Preto,SP
Citroën,C3 Picasso,C3 Picasso Exclusive 1.6 VTI 120 (Flex) (Aut),45900,2014,106227,Automático,Canoas,RS
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,45900,2014,124000,Manual,São Paulo,SP
Fiat,Idea,Idea Adventure 1.8 16V E.TorQ (Flex),45900,2015,83000,Manual,Cachoeiras de Macacu,RJ
Ford,Ka Sedan,Ka Sedan SE 1.5 16v (Flex),45900,2015,72414,Manual,Campinas,SP
Volkswagen,Up!,Up! 1.0 12v E-Flex cross up! I-Motion,45900,2015,79000,Automático,Rio de Janeiro,RJ
Volkswagen,Saveiro,Saveiro 1.6 Surf CS (Flex),45900,2014,128844,Manual,Curitiba,PR
Citroën,Aircross,Aircross Exclusive 1.6 16V (flex) (aut),45900,2014,68000,Automático,Rio de Janeiro,RJ
Volkswagen,Voyage,Voyage 1.6 VHT Comfortline,45900,2015,300,Manual,Campo Grande,MS
Fiat,Palio,Palio Sporting 1.6 16V (Flex),45900,2015,100017,Manual,Manaus,AM
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,45900,2015,97000,Manual,São João de Meriti,RJ
Hyundai,HB20,HB20 1.0 Comfort,45900,2014,174000,Manual,Cabo Frio,RJ
Chevrolet,Cobalt,Cobalt LT 1.8 8V (Flex),45900,2014,112000,Manual,Cabo Frio,RJ
Hyundai,HB20,HB20 1.0 Comfort,45900,2014,51000,Manual,Joinville,SC
Chevrolet,Onix,Onix 1.0 LT SPE/4,45900,2014,92298,Manual,São Paulo,SP
Kia,Picanto,Picanto 1.0 EX J371 (Flex) (Aut),45900,2014,116868,Automático,Carapicuíba,SP
Ford,Ka,Ka Hatch SE Plus 1.0 (Flex),45900,2015,64411,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.4 LT SPE/4,45900,2014,87671,Manual,São Paulo,SP
Ford,New Fiesta Hatch,New Fiesta SE 1.6 16V,45900,2015,88000,Manual,Joinville,SC
Citroën,C3 Picasso,C3 Picasso Tendance 1.5 8V (Flex),45900,2014,79000,Manual,São José dos Campos,SP
Hyundai,HB20,HB20 1.0 Comfort,45900,2014,65587,Manual,Belém,PA
Volkswagen,Voyage,Voyage 1.6 VHT City (Flex),45900,2014,114806,Automático,Campinas,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),45900,2014,163000,Manual,Franco da Rocha,SP
Volkswagen,Fox,Fox Trendline 1.0 TEC (Flex),45900,2014,90140,Manual,Manaus,AM
Citroën,Aircross,Aircross Exclusive 1.6 16V (flex),45900,2014,122000,Manual,Santos,SP
Volkswagen,Fox,Fox 1.6 VHT (Flex),45900,2013,115000,Manual,Ibitinga,SP
Chevrolet,Cobalt,Cobalt LTZ 1.8 8V (Aut) (Flex),45900,2013,97189,Automático,Belém,PA
Ford,New Fiesta Hatch,New Fiesta Titanium 1.6 16V PowerShift,45900,2014,136000,Automático,Ribeirão Preto,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,45900,2013,87000,Manual,Jundiaí,SP
Renault,Sandero Stepway,Sandero Stepway 1.6 8V (flex),45900,2014,98338,Manual,São José,SC
Fiat,500,500 Cult Dualogic 1.4 Evo (Flex),45900,2014,108125,Automático,Palhoça,SC
Volkswagen,Fox,Fox 1.6 VHT Highline (Flex),45900,2014,102165,Manual,Santo André,SP
Volkswagen,Fox,Fox 1.6 VHT (Flex),45900,2013,102000,Manual,Taubaté,SP
Renault,Sandero Stepway,Sandero Stepway 1.6 16V Hi-Flex (aut),45900,2014,71000,Automático,Santos,SP
Volkswagen,Fox,Fox 1.6 VHT (Flex),45900,2013,49500,Manual,São Paulo,SP
Volkswagen,Saveiro,Saveiro 1.6 (Flex),45900,2013,153000,Manual,Joinville,SC
Hyundai,HB20S,HB20S 1.0 Comfort Plus,45900,2013,91000,Manual,Ponta Grossa,PR
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,45900,2014,156063,Manual,Fazenda Rio Grande,PR
Volkswagen,Saveiro,Saveiro 1.6 (Flex),45900,2013,118000,Manual,Nova Friburgo,RJ
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,45900,2014,95000,Automático,Palhoça,SC
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,45900,2014,70000,Manual,Fortaleza,CE
Volkswagen,Fox,Fox 1.6 VHT (Flex),45900,2014,77500,Manual,São Paulo,SP
Hyundai,HB20,HB20 1.0 Comfort,45900,2014,80000,Manual,São Paulo,SP
Hyundai,HB20S,HB20S 1.0 Comfort Plus,45900,2013,118000,Manual,Volta Redonda,RJ
Volkswagen,CrossFox,CrossFox 1.6 VHT (Flex),45900,2014,75000,Manual,Joinville,SC
Citroën,Aircross,Aircross Exclusive 1.6 16V (flex) (aut),45900,2014,127000,Automático,Joinville,SC
Hyundai,HB20,HB20 1.0 Comfort,45900,2013,108000,Manual,Franca,SP
