Marca,Carro,Descrição,Preço,Ano,KM Rodado,Transmissão,Cidade,Estado
Fiat,Mobi,Mobi 1.0 Like,50480,2021,68553,Manual,Salvador,BA
Fiat,Mobi,Mobi 1.0 Like,50480,2021,68553,Manual,Lauro de Freitas,BA
Fiat,Mobi,Mobi 1.0 Like,50480,2021,68091,Manual,Piracicaba,SP
Ford,EcoSport,Ecosport S 1.6 16V (Flex),50480,2013,95236,Manual,São Paulo,SP
Ford,EcoSport,Ecosport S 1.6 16V (Flex),50480,2013,95236,Manual,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,50490,2020,67947,Manual,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,50490,2021,34342,Manual,Blumenau,SC
Fiat,Uno,Uno 1.0 Attractive,50490,2021,29975,Manual,Curitiba,PR
Fiat,Uno,Uno 1.0 Attractive,50490,2020,80315,Manual,Taubaté,SP
Fiat,Uno,Uno 1.0 Attractive,50490,2020,35025,Manual,Pelotas,RS
Fiat,Uno,Uno 1.0 Attractive,50490,2020,84992,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50490,2020,73550,Manual,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,50490,2020,67940,Manual,São Carlos,SP
Fiat,Uno,Uno 1.0 Attractive,50490,2020,70001,Manual,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,50490,2020,39808,Manual,Ponta Grossa,PR
Fiat,Uno,Uno 1.0 Attractive,50490,2020,73935,Manual,Cuiabá,MT
Fiat,Uno,Uno 1.0 Attractive,50490,2020,65944,Manual,Piracicaba,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50490,2020,70730,Manual,Volta Redonda,RJ
Renault,Kwid,Kwid 1.0 Outsider,50490,2019,79900,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50490,2020,78931,Manual,Campinas,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50490,2020,70860,Manual,Duque de Caxias,RJ
Volkswagen,Voyage,Voyage 1.0 MPI Trendline (Flex),50490,2018,81929,Manual,São Bernardo do Campo,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,50490,2015,102000,Manual,Campinas,SP
Ford,EcoSport,Ecosport SE 2.0 16V Powershift (Flex),50490,2013,87613,Automático,Campinas,SP
Fiat,Uno,Uno 1.0 Attractive,50500,2021,33294,Manual,Maceió,AL
Fiat,Uno,Uno 1.0 Attractive,50500,2021,30250,Manual,Maceió,AL
Fiat,Uno,Uno 1.0 Attractive,50500,2021,42434,Manual,Blumenau,SC
Fiat,Uno,Uno 1.0 Attractive,50500,2021,34679,Manual,Marília,SP
Fiat,Uno,Uno 1.0 Attractive,50500,2021,36979,Manual,Natal,RN
Ford,Ka,Ka 1.0 SE Plus,50500,2020,38000,Manual,Rio de Janeiro,RJ
Ford,Ka,Ka 1.0 SE (Flex),50500,2019,83597,Manual,São Luís,MA
Volkswagen,Gol,Gol 1.0 MPI (Flex),50500,2019,83000,Manual,Hortolândia,SP
Ford,Ka,Ka 1.0 SE (Flex),50500,2017,56000,Manual,Serra,ES
Fiat,Uno,Uno 1.0 Attractive,50520,2021,78036,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50520,2020,63079,Manual,Vitória,ES
Fiat,Mobi,Mobi 1.0 Like,50530,2021,47306,Manual,Campina Grande,PB
Ford,Ka,Ka 1.0 SE (Flex),50530,2018,51495,Manual,Vitória da Conquista,BA
Volkswagen,Gol,Gol 1.0 MPI (Flex),50550,2018,56275,Manual,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,50560,2020,72214,Manual,Goiânia,GO
Fiat,Uno,Uno 1.0 Attractive,50560,2020,73657,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50570,2021,59320,Manual,Jundiaí,SP
Fiat,Uno,Uno 1.0 Attractive,50570,2021,59191,Manual,Ananindeua,PA
Fiat,Uno,Uno 1.0 Attractive,50570,2021,59191,Manual,Belém,PA
Fiat,Mobi,Mobi 1.0 Like,50580,2021,61300,Manual,Contagem,MG
Fiat,Mobi,Mobi 1.0 Like,50580,2021,61300,Manual,Betim,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50580,2019,36765,Manual,Feira de Santana,BA
Fiat,Mobi,Mobi 1.0 Like,50590,2021,51977,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50590,2021,43313,Manual,Campina Grande,PB
Fiat,Mobi,Mobi 1.0 Evo Like,50590,2020,76959,Manual,Volta Redonda,RJ
Fiat,Mobi,Mobi 1.0 Evo Like,50590,2020,76446,Manual,Belo Horizonte,MG
Volkswagen,Gol,Gol 1.0 MPI (Flex),50590,2019,84498,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50590,2020,76584,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),50590,2019,84584,Manual,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.6 Comfort Style (Aut),50590,2014,139058,Automático,Ceres,GO
Volkswagen,Voyage,Voyage 1.6 MSI (Flex),50599,2018,45875,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Evo Like,50600,2020,77400,Manual,Belo Horizonte,MG
Ford,Ka,Ka 1.0 SE,50600,2019,68268,Manual,Natal,RN
Volkswagen,Gol,Gol 1.0 MPI (Flex),50600,2019,58489,Manual,Betim,MG
Fiat,Uno,Uno Attractive 1.0 (Flex),50610,2020,39861,Manual,Vitória da Conquista,BA
Fiat,Uno,Uno 1.0 Attractive,50620,2021,83798,Manual,Contagem,MG
Renault,Kwid,Kwid 1.0 Outsider,50620,2019,79913,Manual,São Paulo,SP
Ford,Ka,Ka 1.0 SE (Flex),50620,2018,49678,Manual,Vitória da Conquista,BA
Fiat,Mobi,Mobi 1.0 Like,50640,2021,67660,Manual,Campinas,SP
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49714,Manual,Goiânia,GO
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49163,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49714,Manual,Brasília,DF
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49163,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49163,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49163,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49163,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49163,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49163,Manual,Contagem,MG
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49163,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49163,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50650,2020,71262,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50650,2020,48397,Manual,Ponta Grossa,PR
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49258,Manual,Mauá,SP
Fiat,Uno,Uno 1.0 Attractive,50650,2020,49985,Manual,Imperatriz,MA
Ford,Ka,Ka 1.0 SE (Flex),50650,2018,59907,Manual,Feira de Santana,BA
Ford,Ka,Ka 1.0 SE (Flex),50650,2018,59800,Manual,Feira de Santana,BA
Ford,Ka,Ka 1.0 SE (Flex),50650,2018,59800,Manual,Feira de Santana,BA
Fiat,Uno,Uno 1.0 Attractive,50660,2020,75245,Manual,São Luís,MA
Renault,Kwid,Kwid 1.0 Zen,50670,2020,31283,Manual,Lauro de Freitas,BA
Fiat,Uno,Uno 1.0 Attractive,50680,2020,71680,Manual,Uberlândia,MG
Fiat,Uno,Uno 1.0 Attractive,50680,2020,70334,Manual,Uberaba,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50680,2020,61109,Manual,Campinas,SP
Fiat,Uno,Uno 1.0 Attractive,50690,2021,68988,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),50699,2018,54372,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50700,2021,77181,Manual,São Leopoldo,RS
Fiat,Mobi,Mobi 1.0 Evo Like,50700,2020,41853,Manual,Sorocaba,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50700,2020,41042,Manual,Araçatuba,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50700,2020,41703,Manual,Ribeirão Preto,SP
Hyundai,Veracruz,Veracruz GLS 3.8 V6,50700,2009,188000,Automático,Guarulhos,SP
Renault,Kwid,Kwid 1.0 Zen,50710,2021,73557,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,50710,2020,59189,Manual,Belo Horizonte,MG
Renault,Kwid,Kwid 1.0 Zen,50710,2020,59764,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid 1.0 Zen,50710,2020,58252,Manual,São José dos Campos,SP
Renault,Kwid,Kwid 1.0 Zen,50710,2020,59764,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50720,2020,71039,Manual,Goiânia,GO
Fiat,Uno,Uno 1.0 Attractive,50720,2020,71111,Manual,Rio Verde,GO
Fiat,Uno,Uno 1.0 Attractive,50720,2020,71231,Manual,Uberaba,MG
Fiat,Mobi,Mobi 1.0 Like,50740,2021,58486,Manual,Maringá,PR
Volkswagen,Gol,Gol 1.0 MPI (Flex),50740,2020,86268,Manual,Contagem,MG
Fiat,Mobi,Mobi 1.0 Like,50740,2021,59387,Manual,São José do Rio Preto,SP
Fiat,Uno,Uno 1.0 Attractive,50760,2020,66037,Manual,Nova Iguaçu,RJ
Fiat,Uno,Uno 1.0 Attractive,50760,2020,63807,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50760,2020,61565,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50760,2020,63419,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50760,2020,75461,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50760,2020,62816,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Evo Like,50760,2020,74350,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Like,50770,2020,76194,Manual,Curitiba,PR
Fiat,Mobi,Mobi 1.0 Evo Like,50780,2020,60500,Manual,Criciúma,SC
Fiat,Mobi,Mobi 1.0 Like,50790,2021,75104,Manual,Porto Alegre,RS
Fiat,Mobi,Mobi 1.0 Like,50790,2020,81262,Manual,Americana,SP
Fiat,Uno,Uno 1.0 Attractive,50790,2021,40982,Manual,Blumenau,SC
Fiat,Uno,Uno 1.0 Attractive,50790,2021,43050,Manual,Blumenau,SC
Fiat,Uno,Uno 1.0 Attractive,50790,2021,50990,Manual,Blumenau,SC
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50790,2017,71000,Manual,Campinas,SP
Ford,Ka,Ka 1.0 SE (Flex),50790,2017,54000,Manual,Santos,SP
Ford,Ka Sedan,Ka Sedan SE 1.5 (Flex),50799,2019,38794,Manual,Rio de Janeiro,RJ
Fiat,Grand Siena,Grand Siena Essence 1.6 16V Dualogic (Flex),50799,2018,67254,Automático,Belo Horizonte,MG
Nissan,Sentra,Sentra SV 2.0 16V CVT (Flex),50799,2015,99664,Automático,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50800,2020,44145,Manual,Piracicaba,SP
Fiat,Mobi,Mobi 1.0 Like,50800,2021,50665,Manual,Duque de Caxias,RJ
Fiat,Mobi,Mobi 1.0 Evo Like,50800,2020,38530,Manual,São José do Rio Preto,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50800,2017,69852,Manual,Curitiba,PR
Hyundai,HB20,HB20 1.0 Comfort,50800,2016,109141,Manual,Curitiba,PR
Fiat,Uno,Uno 1.0 Attractive,50810,2020,68664,Manual,Cuiabá,MT
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),50810,2019,76380,Manual,Nova Iguaçu,RJ
Volkswagen,Gol,Gol 1.0 MPI (Flex),50810,2019,74004,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Like,50820,2020,49602,Manual,Ribeirão Preto,SP
Renault,Kwid,Kwid 1.0 Zen,50820,2020,57739,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Like,50830,2020,65881,Manual,Uberaba,MG
Fiat,Uno,Uno 1.0 Attractive,50860,2020,70000,Manual,Feira de Santana,BA
Fiat,Mobi,Mobi 1.0 Like,50860,2021,57265,Manual,Gravataí,RS
Ford,Ka,Ka 1.0 SE (Flex),50860,2018,54834,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50880,2021,74201,Manual,Goiânia,GO
Fiat,Uno,Uno 1.0 Attractive,50880,2020,69517,Manual,Goiânia,GO
Fiat,Uno,Uno 1.0 Attractive,50880,2020,44050,Manual,Taubaté,SP
Fiat,Uno,Uno 1.0 Attractive,50880,2020,45734,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50880,2020,45732,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50880,2020,44215,Manual,Araçatuba,SP
Fiat,Uno,Uno 1.0 Attractive,50880,2020,44700,Manual,Mauá,SP
Ford,Ka Sedan,Ka Sedan SE 1.0 (Flex),50890,2019,52000,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50890,2019,77534,Manual,Osasco,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50890,2019,55100,Manual,Praia Grande,SP
Toyota,Etios Hatch,Etios X 1.3 (Flex),50890,2017,82600,Manual,São Paulo,SP
Kia,Picanto,Picanto 1.0 EX J371 (Flex) (Aut),50890,2014,51700,Automático,Barueri,SP
Renault,Duster,Duster 1.6 16V Dynamique (Flex),50890,2014,78582,Manual,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.6 Comfort,50890,2014,60000,Manual,Campinas,SP
Honda,Fit,New Fit EX 1.5 16V (flex) (aut),50890,2012,130000,Automático,Campinas,SP
Peugeot,2008,2008 Allure 1.6 16V (Aut) (Flex),50899,2015,52350,Automático,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.6 Comfort Plus,50899,2015,110945,Manual,Belo Horizonte,MG
Renault,Kwid,Kwid 1.0 Zen,50900,2021,54622,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,50900,2021,76354,Manual,Osasco,SP
Renault,Kwid,Kwid 1.0 Zen,50900,2020,30500,Manual,Ponta Grossa,PR
Fiat,Uno,Uno 1.0 Attractive,50900,2021,41600,Manual,Bauru,SP
Renault,Kwid,Kwid 1.0 Zen,50900,2020,40000,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Like,50900,2021,72000,Manual,Brasília,DF
Fiat,Uno,Uno 1.0 Attractive,50900,2021,34717,Manual,Campinas,SP
Renault,Kwid,Kwid 1.0 Zen,50900,2020,29500,Manual,Cachoeiras de Macacu,RJ
Volkswagen,Gol,Gol 1.0 MPI (Flex),50900,2020,55400,Manual,Belo Horizonte,MG
Renault,Sandero,Sandero 1.0 Life,50900,2020,70692,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Like,50900,2020,45254,Manual,Franca,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),50900,2020,200,Manual,São João de Meriti,RJ
Renault,Kwid,Kwid 1.0 Zen,50900,2020,13000,Manual,Araucária,PR
Volkswagen,Gol,Gol 1.0 MPI (Flex),50900,2020,32846,Manual,Fortaleza,CE
Volkswagen,Gol,Gol 1.0 MPI (Flex),50900,2020,47241,Manual,Goiânia,GO
Renault,Kwid,Kwid 1.0 Zen,50900,2020,59400,Manual,Goiânia,GO
Fiat,Uno,Uno 1.0 Attractive,50900,2020,34000,Manual,Manaus,AM
Fiat,Uno,Uno 1.0 Attractive,50900,2020,71353,Manual,Duque de Caxias,RJ
Volkswagen,Gol,Gol 1.6 MSI (Flex),50900,2020,200,Manual,Nova Iguaçu,RJ
Fiat,Mobi,Mobi 1.0 Like,50900,2020,48414,Manual,Ribeirão Preto,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36841,Manual,Americana,SP
Renault,Kwid,Kwid 1.0 Outsider,50900,2019,79700,Manual,Luziânia,GO
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2019,31889,Manual,Ponta Grossa,PR
Ford,Ka,Ka 1.0 SE,50900,2020,90100,Manual,Praia Grande,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),50900,2019,72164,Manual,Praia Grande,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36391,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36502,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,37228,Manual,Salvador,BA
Ford,Ka Sedan,Ka Sedan SE 1.0 (Flex),50900,2020,55000,Manual,Contagem,MG
Fiat,Uno,Uno Attractive 1.0 (Flex),50900,2020,62000,Manual,Belém,PA
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,37037,Manual,Londrina,PR
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),50900,2019,57000,Manual,São Paulo,SP
Ford,Ka,Ka 1.0 SE,50900,2019,74000,Manual,Brasília,DF
Ford,Ka Sedan,Ka Sedan SE 1.0 (Flex),50900,2019,55000,Manual,Salvador,BA
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36502,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36502,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36502,Manual,Contagem,MG
Citroën,C3,C3 Attraction 1.2 12V (Flex),50900,2020,38971,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2019,57699,Manual,Jundiaí,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2019,65965,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36502,Manual,Belo Horizonte,MG
Renault,Sandero,Sandero 1.0 Life,50900,2019,62590,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36502,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36502,Manual,Contagem,MG
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),50900,2019,70803,Manual,São José dos Campos,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2019,31889,Manual,Ponta Grossa,PR
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36502,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50900,2020,36502,Manual,Belo Horizonte,MG
Renault,Sandero,Sandero 1.0 Life,50900,2019,79000,Manual,Salvador,BA
Citroën,C3,C3 Attraction 1.2 12V (Flex),50900,2020,50490,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid 1.0 Outsider,50900,2019,79700,Manual,Brasília,DF
Renault,Kwid,Kwid 1.0 Outsider,50900,2019,79700,Manual,Valparaíso de Goiás,GO
Chevrolet,Joy,Joy 1.0 SPE/4 Eco,50900,2019,200,Manual,Nova Iguaçu,RJ
Peugeot,208,208 1.2 Active,50900,2019,48547,Manual,Curitiba,PR
Renault,Kwid,Kwid 1.0 Outsider,50900,2019,39805,Manual,Belém,PA
Renault,Sandero,Sandero 1.0 Zen,50900,2019,74000,Manual,Contagem,MG
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50900,2019,52504,Manual,Cuiabá,MT
Volkswagen,Gol,Gol 1.0 MPI (Flex),50900,2019,49081,Manual,Jundiaí,SP
Ford,Ka,Ka 1.0 SE (Flex),50900,2019,62600,Manual,Osasco,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50900,2018,86850,Manual,Osasco,SP
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),50900,2019,56717,Manual,Manaus,AM
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),50900,2019,50000,Manual,Lages,SC
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),50900,2018,63000,Manual,Jaraguá do Sul,SC
Volkswagen,Gol,Gol 1.0 MPI (Flex),50900,2018,62000,Manual,Fortaleza,CE
Chevrolet,Prisma,Prisma 1.0 SPE/4 Eco Joy,50900,2019,85510,Manual,Vila Velha,ES
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50900,2018,79800,Manual,Curitiba,PR
Ford,Ka,Ka 1.0 SE (Flex),50900,2018,1000,Manual,São João de Meriti,RJ
Volkswagen,Voyage,Voyage 1.6 MSI (Flex),50900,2018,200,Manual,São João de Meriti,RJ
Volkswagen,Gol,Gol 1.0 MPI (Flex),50900,2019,79279,Manual,Rio de Janeiro,RJ
Volkswagen,Gol,Gol 1.6 MSI (Flex),50900,2018,0,Manual,Sete Lagoas,MG
Renault,Sandero Stepway,Sandero Stepway Expression 1.6 16V SCe (Flex),50900,2018,200,Manual,Nova Iguaçu,RJ
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50900,2019,57000,Manual,Guarulhos,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),50900,2018,76773,Manual,Maringá,PR
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50900,2018,67000,Manual,Curitiba,PR
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50900,2017,75500,Manual,São José,SC
Chevrolet,Prisma,Prisma 1.0 Joy SPE/4,50900,2018,68641,Manual,Guarulhos,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50900,2017,79000,Manual,Rio Brilhante,MS
Volkswagen,Fox,Fox 1.6 MSI Comfortline I-Motion (Flex),50900,2017,65945,Automático,Rio das Ostras,RJ
Fiat,Grand Siena,Grand Siena Evo Attractive 1.4 8V (Flex),50900,2017,68960,Manual,Aparecida de Goiânia,GO
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50900,2018,48000,Manual,Goiânia,GO
Chevrolet,Prisma,Prisma 1.0 Joy SPE/4,50900,2017,54783,Manual,Manaus,AM
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50900,2018,109650,Manual,São Paulo,SP
Chevrolet,Prisma,Prisma 1.0 Joy SPE/4,50900,2018,93000,Manual,Fortaleza,CE
Volkswagen,Up!,Up! 1.0 12v E-Flex take up! 4p,50900,2017,57464,Manual,São Paulo,SP
Ford,New Fiesta Hatch,New Fiesta SEL 1.6 16V PowerShift,50900,2017,60051,Automático,Fortaleza,CE
Volkswagen,Gol,Gol 1.6 MSI Comfortline (Flex),50900,2016,40000,Manual,São Paulo,SP
Citroën,C3,C3 Tendance Puretech 1.2 12V (Flex),50900,2017,45000,Manual,Campinas,SP
Ford,New Fiesta Hatch,New Fiesta SE 1.6 16V,50900,2016,117672,Manual,São Paulo,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,50900,2017,94000,Manual,Cotia,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,50900,2016,123456,Manual,Joinville,SC
Volkswagen,Fox,Fox 1.6 MSI Trendline (Flex),50900,2016,108000,Manual,Curitiba,PR
Hyundai,HB20,HB20 1.0 Comfort,50900,2017,47307,Manual,São Paulo,SP
Volkswagen,Voyage,Voyage 1.6 MSI Trendline (Flex),50900,2017,80550,Manual,Santa Maria,RS
Fiat,Punto,Punto Essence 1.6 16V (Flex),50900,2015,43785,Manual,Curitiba,PR
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,50900,2015,60397,Manual,Curitiba,PR
Volkswagen,Fox,Fox 1.0 TEC Comfortline (Flex),50900,2015,81982,Manual,Cambé,PR
Renault,Sandero,Sandero RS 2.0 16V (Flex),50900,2015,108117,Manual,Aparecida de Goiânia,GO
Volkswagen,Up!,Up! 1.0 12v TSI E-Flex Speed Up!,50900,2016,102890,Manual,São Caetano do Sul,SP
Hyundai,HB20,HB20 1.0 Comfort,50900,2016,79000,Manual,Americana,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,50900,2016,91000,Manual,São José dos Campos,SP
Chevrolet,Prisma,Prisma 1.4 LT SPE/4,50900,2016,94000,Manual,Guarulhos,SP
Volkswagen,Up!,Up! 1.0 12v TSI E-Flex Move Up!,50900,2015,125000,Manual,Cotia,SP
Volkswagen,Fox,Fox 1.0 MPI Trendline (Flex),50900,2015,124000,Manual,Sorocaba,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,50900,2016,100,Manual,Araruama,RJ
Chevrolet,Prisma,Prisma 1.4 LT SPE/4,50900,2015,72342,Manual,São Paulo,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),50900,2016,80463,Manual,Uberlândia,MG
Chevrolet,Onix,Onix 1.0 LS SPE/4,50900,2015,135000,Manual,Cascavel,PR
Volkswagen,Saveiro,Saveiro 1.6 Startline CS (Flex),50900,2015,133823,Manual,São José dos Campos,SP
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,50900,2015,60397,Manual,Curitiba,PR
Fiat,Punto,Punto Essence 1.6 16V (Flex),50900,2015,43785,Manual,Curitiba,PR
Renault,Kangoo Express,Kangoo Express 1.6 16V Com Porta Lateral (Flex),50900,2016,129000,Manual,São Paulo,SP
Volkswagen,Up!,Up! 1.0 12v TSI E-Flex Move Up!,50900,2015,100000,Manual,Franca,SP
Chevrolet,Onix,Onix 1.4 LT SPE/4,50900,2015,80144,Manual,Londrina,PR
Hyundai,HB20,HB20 1.0 Comfort,50900,2015,300,Manual,Palmas,TO
Hyundai,HB20,HB20 1.0 Comfort Plus,50900,2015,41644,Manual,Santos,SP
Citroën,C3,C3 Exclusive 1.6 VTI 120 (Flex) (Aut),50900,2015,57000,Automático,Praia Grande,SP
Hyundai,HB20S,HB20S 1.0 Comfort Plus,50900,2014,148000,Manual,Suzano,SP
Volkswagen,SpaceFox,SpaceFox 1.6 VHT Comfortline (Flex),50900,2014,85000,Manual,Petrópolis,RJ
Hyundai,HB20,HB20 1.6 Comfort Plus,50900,2015,111858,Manual,Betim,MG
Volkswagen,Fox,Fox Highline 1.6 16v MSI (Flex),50900,2015,100421,Manual,Curitiba,PR
Ford,New Fiesta Hatch,New Fiesta Titanium 1.6 16V PowerShift,50900,2014,92700,Automático,Santo Antônio de Pádua,RJ
Hyundai,Tucson,Tucson GLS 2.0L 16v (Flex) (Aut),50900,2014,145416,Automático,São João de Meriti,RJ
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,50900,2014,176000,Manual,Indaial,SC
Ford,New Fiesta Sedan,New Fiesta Sedan 1.6 Titanium PowerShift (Flex),50900,2014,69000,Automático,Cachoeira do Campo,MG
Hyundai,HB20S,HB20S 1.0 Comfort Plus,50900,2015,86564,Manual,Colombo,PR
Chevrolet,Spin,Spin LTZ 7S 1.8 (Aut) (Flex),50900,2014,101740,Automático,São João de Meriti,RJ
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,50900,2014,78475,Manual,Várzea Grande,MT
Volkswagen,Saveiro,Saveiro Trendline 1.6 MSI CS (Flex),50900,2015,87600,Manual,Osasco,SP
Renault,Duster,Duster 2.0 16V Dynamique 4x4 (Flex),50900,2013,129319,Manual,Umuarama,PR
Honda,Fit,Fit LX 1.4 (flex),50900,2013,154700,Automático,Curitiba,PR
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,50900,2014,155284,Manual,Taubaté,SP
Hyundai,HB20,HB20 1.6 Comfort Style (Aut),50900,2014,74000,Automático,Fortaleza,CE
